Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,TotalIncome,EMI,BalanceIncome
LP002244,Male,Yes,0,Graduate,No,2333.0,2417.0,136.0,360.0,1.0,Urban,Y,4750.0,0.37777777777777777,4372.222222222223
LP002250,Male,Yes,0,Graduate,No,5488.0,0.0,125.0,360.0,1.0,Rural,Y,5488.0,0.3472222222222222,5140.777777777777
LP002255,Male,No,3+,Graduate,No,9167.0,0.0,185.0,360.0,1.0,Rural,Y,9167.0,0.5138888888888888,8653.111111111111
LP002262,Male,Yes,3+,Graduate,No,9504.0,0.0,275.0,360.0,1.0,Rural,Y,9504.0,0.7638888888888888,8740.111111111111
LP002263,Male,Yes,0,Graduate,No,2583.0,2115.0,120.0,360.0,1.0,Urban,Y,4698.0,0.3333333333333333,4364.666666666667
LP002265,Male,Yes,2,Not Graduate,No,1993.0,1625.0,113.0,180.0,1.0,Semiurban,Y,3618.0,0.6277777777777778,2990.222222222222
LP002266,Male,Yes,2,Graduate,No,3100.0,1400.0,113.0,360.0,1.0,Urban,Y,4500.0,0.3138888888888889,4186.111111111111
LP002272,Male,Yes,2,Graduate,No,3276.0,484.0,135.0,360.0,1.0,Semiurban,Y,3760.0,0.375,3385.0
LP002277,Female,No,0,Graduate,No,3180.0,0.0,71.0,360.0,0.0,Urban,N,3180.0,0.19722222222222222,2982.777777777778
LP002281,Male,Yes,0,Graduate,No,3033.0,1459.0,95.0,360.0,1.0,Urban,Y,4492.0,0.2638888888888889,4228.111111111111
LP002284,Male,No,0,Not Graduate,No,3902.0,1666.0,109.0,360.0,1.0,Rural,Y,5568.0,0.30277777777777776,5265.222222222223
LP002287,Female,No,0,Graduate,No,1500.0,1800.0,103.0,360.0,0.0,Semiurban,N,3300.0,0.2861111111111111,3013.8888888888887
LP002288,Male,Yes,2,Not Graduate,No,2889.0,0.0,45.0,180.0,0.0,Urban,N,2889.0,0.25,2639.0
LP002296,Male,No,0,Not Graduate,No,2755.0,0.0,65.0,300.0,1.0,Rural,N,2755.0,0.21666666666666667,2538.3333333333335
LP002297,Male,No,0,Graduate,No,2500.0,20000.0,103.0,360.0,1.0,Semiurban,Y,22500.0,0.2861111111111111,22213.88888888889
LP002300,Female,No,0,Not Graduate,No,1963.0,0.0,53.0,360.0,1.0,Semiurban,Y,1963.0,0.14722222222222223,1815.7777777777778
LP002301,Female,No,0,Graduate,Yes,7441.0,0.0,194.0,360.0,1.0,Rural,N,7441.0,0.5388888888888889,6902.111111111111
LP002305,Female,No,0,Graduate,No,4547.0,0.0,115.0,360.0,1.0,Semiurban,Y,4547.0,0.3194444444444444,4227.555555555556
LP002308,Male,Yes,0,Not Graduate,No,2167.0,2400.0,115.0,360.0,1.0,Urban,Y,4567.0,0.3194444444444444,4247.555555555556
LP002314,Female,No,0,Not Graduate,No,2213.0,0.0,66.0,360.0,1.0,Rural,Y,2213.0,0.18333333333333332,2029.6666666666667
LP002315,Male,Yes,1,Graduate,No,8300.0,0.0,152.0,300.0,0.0,Semiurban,N,8300.0,0.5066666666666667,7793.333333333333
LP002317,Male,Yes,3+,Graduate,No,81000.0,0.0,360.0,360.0,0.0,Rural,N,81000.0,1.0,80000.0
LP002318,Female,No,1,Not Graduate,Yes,3867.0,0.0,62.0,360.0,1.0,Semiurban,N,3867.0,0.17222222222222222,3694.777777777778
LP002319,Male,Yes,0,Graduate,No,6256.0,0.0,160.0,360.0,1.0,Urban,Y,6256.0,0.4444444444444444,5811.555555555556
LP002328,Male,Yes,0,Not Graduate,No,6096.0,0.0,218.0,360.0,0.0,Rural,N,6096.0,0.6055555555555555,5490.444444444444
LP002332,Male,Yes,0,Not Graduate,No,2253.0,2033.0,110.0,360.0,1.0,Rural,Y,4286.0,0.3055555555555556,3980.4444444444443
LP002335,Female,Yes,0,Not Graduate,No,2149.0,3237.0,178.0,360.0,0.0,Semiurban,N,5386.0,0.49444444444444446,4891.555555555556
LP002337,Female,No,0,Graduate,No,2995.0,0.0,60.0,360.0,1.0,Urban,Y,2995.0,0.16666666666666666,2828.3333333333335
LP002341,Female,No,1,Graduate,No,2600.0,0.0,160.0,360.0,1.0,Urban,N,2600.0,0.4444444444444444,2155.5555555555557
LP002342,Male,Yes,2,Graduate,Yes,1600.0,20000.0,239.0,360.0,1.0,Urban,N,21600.0,0.6638888888888889,20936.11111111111
LP002345,Male,Yes,0,Graduate,No,1025.0,2773.0,112.0,360.0,1.0,Rural,Y,3798.0,0.3111111111111111,3486.8888888888887
LP002347,Male,Yes,0,Graduate,No,3246.0,1417.0,138.0,360.0,1.0,Semiurban,Y,4663.0,0.38333333333333336,4279.666666666667
LP002348,Male,Yes,0,Graduate,No,5829.0,0.0,138.0,360.0,1.0,Rural,Y,5829.0,0.38333333333333336,5445.666666666667
LP002357,Female,No,0,Not Graduate,No,2720.0,0.0,80.0,360.0,0.0,Urban,N,2720.0,0.2222222222222222,2497.777777777778
LP002361,Male,Yes,0,Graduate,No,1820.0,1719.0,100.0,360.0,1.0,Urban,Y,3539.0,0.2777777777777778,3261.222222222222
LP002362,Male,Yes,1,Graduate,No,7250.0,1667.0,110.0,360.0,0.0,Urban,N,8917.0,0.3055555555555556,8611.444444444445
LP002364,Male,Yes,0,Graduate,No,14880.0,0.0,96.0,360.0,1.0,Semiurban,Y,14880.0,0.26666666666666666,14613.333333333334
LP002366,Male,Yes,0,Graduate,No,2666.0,4300.0,121.0,360.0,1.0,Rural,Y,6966.0,0.33611111111111114,6629.888888888889
LP002367,Female,No,1,Not Graduate,No,4606.0,0.0,81.0,360.0,1.0,Rural,N,4606.0,0.225,4381.0
LP002368,Male,Yes,2,Graduate,No,5935.0,0.0,133.0,360.0,1.0,Semiurban,Y,5935.0,0.36944444444444446,5565.555555555556
LP002369,Male,Yes,0,Graduate,No,2920.0,16.12000084,87.0,360.0,1.0,Rural,Y,2936.12000084,0.24166666666666667,2694.4533341733336
LP002370,Male,No,0,Not Graduate,No,2717.0,0.0,60.0,180.0,1.0,Urban,Y,2717.0,0.3333333333333333,2383.6666666666665
LP002377,Female,No,1,Graduate,Yes,8624.0,0.0,150.0,360.0,1.0,Semiurban,Y,8624.0,0.4166666666666667,8207.333333333334
LP002379,Male,No,0,Graduate,No,6500.0,0.0,105.0,360.0,0.0,Rural,N,6500.0,0.2916666666666667,6208.333333333333
LP002386,Male,No,0,Graduate,No,12876.0,0.0,405.0,360.0,1.0,Semiurban,Y,12876.0,1.125,11751.0
LP002387,Male,Yes,0,Graduate,No,2425.0,2340.0,143.0,360.0,1.0,Semiurban,Y,4765.0,0.3972222222222222,4367.777777777777
LP002390,Male,No,0,Graduate,No,3750.0,0.0,100.0,360.0,1.0,Urban,Y,3750.0,0.2777777777777778,3472.222222222222
LP002393,Female,Yes,0,Graduate,No,10047.0,0.0,128.0,240.0,1.0,Semiurban,Y,10047.0,0.5333333333333333,9513.666666666666
LP002398,Male,No,0,Graduate,No,1926.0,1851.0,50.0,360.0,1.0,Semiurban,Y,3777.0,0.1388888888888889,3638.1111111111113
LP002401,Male,Yes,0,Graduate,No,2213.0,1125.0,128.0,360.0,1.0,Urban,Y,3338.0,0.35555555555555557,2982.4444444444443
LP002403,Male,No,0,Graduate,Yes,10416.0,0.0,187.0,360.0,0.0,Urban,N,10416.0,0.5194444444444445,9896.555555555555
LP002407,Female,Yes,0,Not Graduate,Yes,7142.0,0.0,138.0,360.0,1.0,Rural,Y,7142.0,0.38333333333333336,6758.666666666667
LP002408,Male,No,0,Graduate,No,3660.0,5064.0,187.0,360.0,1.0,Semiurban,Y,8724.0,0.5194444444444445,8204.555555555555
LP002409,Male,Yes,0,Graduate,No,7901.0,1833.0,180.0,360.0,1.0,Rural,Y,9734.0,0.5,9234.0
LP002418,Male,No,3+,Not Graduate,No,4707.0,1993.0,148.0,360.0,1.0,Semiurban,Y,6700.0,0.4111111111111111,6288.888888888889
LP002422,Male,No,1,Graduate,No,37719.0,0.0,152.0,360.0,1.0,Semiurban,Y,37719.0,0.4222222222222222,37296.77777777778
LP002424,Male,Yes,0,Graduate,No,7333.0,8333.0,175.0,300.0,1.0,Rural,Y,15666.0,0.5833333333333334,15082.666666666666
LP002429,Male,Yes,1,Graduate,Yes,3466.0,1210.0,130.0,360.0,1.0,Rural,Y,4676.0,0.3611111111111111,4314.888888888889
LP002434,Male,Yes,2,Not Graduate,No,4652.0,0.0,110.0,360.0,1.0,Rural,Y,4652.0,0.3055555555555556,4346.444444444444
LP002435,Male,Yes,0,Graduate,No,3539.0,1376.0,55.0,360.0,1.0,Rural,N,4915.0,0.1527777777777778,4762.222222222223
LP002443,Male,Yes,2,Graduate,No,3340.0,1710.0,150.0,360.0,0.0,Rural,N,5050.0,0.4166666666666667,4633.333333333333
LP002444,Male,No,1,Not Graduate,Yes,2769.0,1542.0,190.0,360.0,1.0,Semiurban,N,4311.0,0.5277777777777778,3783.222222222222
LP002446,Male,Yes,2,Not Graduate,No,2309.0,1255.0,125.0,360.0,0.0,Rural,N,3564.0,0.3472222222222222,3216.777777777778
LP002447,Male,Yes,2,Not Graduate,No,1958.0,1456.0,60.0,300.0,1.0,Urban,Y,3414.0,0.2,3214.0
LP002448,Male,Yes,0,Graduate,No,3948.0,1733.0,149.0,360.0,0.0,Rural,N,5681.0,0.41388888888888886,5267.111111111111
LP002449,Male,Yes,0,Graduate,No,2483.0,2466.0,90.0,180.0,0.0,Rural,Y,4949.0,0.5,4449.0
LP002453,Male,No,0,Graduate,Yes,7085.0,0.0,84.0,360.0,1.0,Semiurban,Y,7085.0,0.23333333333333334,6851.666666666667
LP002455,Male,Yes,2,Graduate,No,3859.0,0.0,96.0,360.0,1.0,Semiurban,Y,3859.0,0.26666666666666666,3592.3333333333335
LP002459,Male,Yes,0,Graduate,No,4301.0,0.0,118.0,360.0,1.0,Urban,Y,4301.0,0.3277777777777778,3973.222222222222
LP002467,Male,Yes,0,Graduate,No,3708.0,2569.0,173.0,360.0,1.0,Urban,N,6277.0,0.48055555555555557,5796.444444444444
LP002472,Male,No,2,Graduate,No,4354.0,0.0,136.0,360.0,1.0,Rural,Y,4354.0,0.37777777777777777,3976.222222222222
LP002473,Male,Yes,0,Graduate,No,8334.0,0.0,160.0,360.0,1.0,Semiurban,N,8334.0,0.4444444444444444,7889.555555555556
LP002478,Male,Yes,0,Graduate,Yes,2083.0,4083.0,160.0,360.0,1.0,Semiurban,Y,6166.0,0.4444444444444444,5721.555555555556
LP002484,Male,Yes,3+,Graduate,No,7740.0,0.0,128.0,180.0,1.0,Urban,Y,7740.0,0.7111111111111111,7028.888888888889
LP002487,Male,Yes,0,Graduate,No,3015.0,2188.0,153.0,360.0,1.0,Rural,Y,5203.0,0.425,4778.0
LP002489,Female,No,1,Not Graduate,No,5191.0,0.0,132.0,360.0,1.0,Semiurban,Y,5191.0,0.36666666666666664,4824.333333333333
LP002493,Male,No,0,Graduate,No,4166.0,0.0,98.0,360.0,0.0,Semiurban,N,4166.0,0.2722222222222222,3893.777777777778
LP002494,Male,No,0,Graduate,No,6000.0,0.0,140.0,360.0,1.0,Rural,Y,6000.0,0.3888888888888889,5611.111111111111
LP002500,Male,Yes,3+,Not Graduate,No,2947.0,1664.0,70.0,180.0,0.0,Urban,N,4611.0,0.3888888888888889,4222.111111111111
LP002501,Male,Yes,0,Graduate,No,16692.0,0.0,110.0,360.0,1.0,Semiurban,Y,16692.0,0.3055555555555556,16386.444444444445
LP002502,Female,Yes,2,Not Graduate,No,210.0,2917.0,98.0,360.0,1.0,Semiurban,Y,3127.0,0.2722222222222222,2854.777777777778
LP002505,Male,Yes,0,Graduate,No,4333.0,2451.0,110.0,360.0,1.0,Urban,N,6784.0,0.3055555555555556,6478.444444444444
LP002515,Male,Yes,1,Graduate,Yes,3450.0,2079.0,162.0,360.0,1.0,Semiurban,Y,5529.0,0.45,5079.0
LP002517,Male,Yes,1,Not Graduate,No,2653.0,1500.0,113.0,180.0,0.0,Rural,N,4153.0,0.6277777777777778,3525.222222222222
LP002519,Male,Yes,3+,Graduate,No,4691.0,0.0,100.0,360.0,1.0,Semiurban,Y,4691.0,0.2777777777777778,4413.222222222223
LP002522,Female,No,0,Graduate,Yes,2500.0,0.0,93.0,360.0,1.0,Urban,Y,2500.0,0.25833333333333336,2241.6666666666665
LP002524,Male,No,2,Graduate,No,5532.0,4648.0,162.0,360.0,1.0,Rural,Y,10180.0,0.45,9730.0
LP002527,Male,Yes,2,Graduate,Yes,16525.0,1014.0,150.0,360.0,1.0,Rural,Y,17539.0,0.4166666666666667,17122.333333333332
LP002529,Male,Yes,2,Graduate,No,6700.0,1750.0,230.0,300.0,1.0,Semiurban,Y,8450.0,0.7666666666666667,7683.333333333333
LP002530,Male,Yes,2,Graduate,No,2873.0,1872.0,132.0,360.0,0.0,Semiurban,N,4745.0,0.36666666666666664,4378.333333333333
LP002531,Male,Yes,1,Graduate,Yes,16667.0,2250.0,86.0,360.0,1.0,Semiurban,Y,18917.0,0.2388888888888889,18678.11111111111
LP002533,Male,Yes,2,Graduate,No,2947.0,1603.0,128.0,360.0,1.0,Urban,N,4550.0,0.35555555555555557,4194.444444444444
LP002534,Female,No,0,Not Graduate,No,4350.0,0.0,154.0,360.0,1.0,Rural,Y,4350.0,0.42777777777777776,3922.222222222222
LP002536,Male,Yes,3+,Not Graduate,No,3095.0,0.0,113.0,360.0,1.0,Rural,Y,3095.0,0.3138888888888889,2781.1111111111113
LP002537,Male,Yes,0,Graduate,No,2083.0,3150.0,128.0,360.0,1.0,Semiurban,Y,5233.0,0.35555555555555557,4877.444444444444
LP002541,Male,Yes,0,Graduate,No,10833.0,0.0,234.0,360.0,1.0,Semiurban,Y,10833.0,0.65,10183.0
LP002543,Male,Yes,2,Graduate,No,8333.0,0.0,246.0,360.0,1.0,Semiurban,Y,8333.0,0.6833333333333333,7649.666666666667
LP002544,Male,Yes,1,Not Graduate,No,1958.0,2436.0,131.0,360.0,1.0,Rural,Y,4394.0,0.3638888888888889,4030.1111111111113
LP002545,Male,No,2,Graduate,No,3547.0,0.0,80.0,360.0,0.0,Rural,N,3547.0,0.2222222222222222,3324.777777777778
LP002547,Male,Yes,1,Graduate,No,18333.0,0.0,500.0,360.0,1.0,Urban,N,18333.0,1.3888888888888888,16944.11111111111
LP002555,Male,Yes,2,Graduate,Yes,4583.0,2083.0,160.0,360.0,1.0,Semiurban,Y,6666.0,0.4444444444444444,6221.555555555556
LP002556,Male,No,0,Graduate,No,2435.0,0.0,75.0,360.0,1.0,Urban,N,2435.0,0.20833333333333334,2226.6666666666665
LP002560,Male,No,0,Not Graduate,No,2699.0,2785.0,96.0,360.0,1.0,Semiurban,Y,5484.0,0.26666666666666666,5217.333333333333
LP002562,Male,Yes,1,Not Graduate,No,5333.0,1131.0,186.0,360.0,1.0,Urban,Y,6464.0,0.5166666666666667,5947.333333333333
LP002571,Male,No,0,Not Graduate,No,3691.0,0.0,110.0,360.0,1.0,Rural,Y,3691.0,0.3055555555555556,3385.4444444444443
LP002582,Female,No,0,Not Graduate,Yes,17263.0,0.0,225.0,360.0,1.0,Semiurban,Y,17263.0,0.625,16638.0
LP002585,Male,Yes,0,Graduate,No,3597.0,2157.0,119.0,360.0,0.0,Rural,N,5754.0,0.33055555555555555,5423.444444444444
LP002586,Female,Yes,1,Graduate,No,3326.0,913.0,105.0,84.0,1.0,Semiurban,Y,4239.0,1.25,2989.0
LP002587,Male,Yes,0,Not Graduate,No,2600.0,1700.0,107.0,360.0,1.0,Rural,Y,4300.0,0.2972222222222222,4002.777777777778
LP002588,Male,Yes,0,Graduate,No,4625.0,2857.0,111.0,12.0,1.0,Urban,Y,7482.0,9.25,-1768.0
LP002600,Male,Yes,1,Graduate,Yes,2895.0,0.0,95.0,360.0,1.0,Semiurban,Y,2895.0,0.2638888888888889,2631.1111111111113
LP002602,Male,No,0,Graduate,No,6283.0,4416.0,209.0,360.0,0.0,Rural,N,10699.0,0.5805555555555556,10118.444444444445
LP002603,Female,No,0,Graduate,No,645.0,3683.0,113.0,480.0,1.0,Rural,Y,4328.0,0.23541666666666666,4092.5833333333335
LP002606,Female,No,0,Graduate,No,3159.0,0.0,100.0,360.0,1.0,Semiurban,Y,3159.0,0.2777777777777778,2881.222222222222
LP002615,Male,Yes,2,Graduate,No,4865.0,5624.0,208.0,360.0,1.0,Semiurban,Y,10489.0,0.5777777777777777,9911.222222222223
LP002618,Male,Yes,1,Not Graduate,No,4050.0,5302.0,138.0,360.0,1.0,Rural,N,9352.0,0.38333333333333336,8968.666666666666
LP002619,Male,Yes,0,Not Graduate,No,3814.0,1483.0,124.0,300.0,1.0,Semiurban,Y,5297.0,0.41333333333333333,4883.666666666667
LP002622,Male,Yes,2,Graduate,No,3510.0,4416.0,243.0,360.0,1.0,Rural,Y,7926.0,0.675,7251.0
LP002624,Male,Yes,0,Graduate,No,20833.0,6667.0,480.0,360.0,1.0,Urban,Y,27500.0,1.3333333333333333,26166.666666666668
LP002625,Male,No,0,Graduate,No,3583.0,0.0,96.0,360.0,1.0,Urban,N,3583.0,0.26666666666666666,3316.3333333333335
LP002626,Male,Yes,0,Graduate,Yes,2479.0,3013.0,188.0,360.0,1.0,Urban,Y,5492.0,0.5222222222222223,4969.777777777777
LP002634,Female,No,1,Graduate,No,13262.0,0.0,40.0,360.0,1.0,Urban,Y,13262.0,0.1111111111111111,13150.888888888889
LP002637,Male,No,0,Not Graduate,No,3598.0,1287.0,100.0,360.0,1.0,Rural,N,4885.0,0.2777777777777778,4607.222222222223
LP002640,Male,Yes,1,Graduate,No,6065.0,2004.0,250.0,360.0,1.0,Semiurban,Y,8069.0,0.6944444444444444,7374.555555555556
LP002643,Male,Yes,2,Graduate,No,3283.0,2035.0,148.0,360.0,1.0,Urban,Y,5318.0,0.4111111111111111,4906.888888888889
LP002648,Male,Yes,0,Graduate,No,2130.0,6666.0,70.0,180.0,1.0,Semiurban,N,8796.0,0.3888888888888889,8407.111111111111
LP002652,Male,No,0,Graduate,No,5815.0,3666.0,311.0,360.0,1.0,Rural,N,9481.0,0.8638888888888889,8617.111111111111
LP002659,Male,Yes,3+,Graduate,No,3466.0,3428.0,150.0,360.0,1.0,Rural,Y,6894.0,0.4166666666666667,6477.333333333333
LP002670,Female,Yes,2,Graduate,No,2031.0,1632.0,113.0,480.0,1.0,Semiurban,Y,3663.0,0.23541666666666666,3427.5833333333335
LP002682,Male,Yes,0,Not Graduate,No,3074.0,1800.0,123.0,360.0,0.0,Semiurban,N,4874.0,0.3416666666666667,4532.333333333333
LP002683,Male,No,0,Graduate,No,4683.0,1915.0,185.0,360.0,1.0,Semiurban,N,6598.0,0.5138888888888888,6084.111111111111
LP002684,Female,No,0,Not Graduate,No,3400.0,0.0,95.0,360.0,1.0,Rural,N,3400.0,0.2638888888888889,3136.1111111111113
LP002689,Male,Yes,2,Not Graduate,No,2192.0,1742.0,45.0,360.0,1.0,Semiurban,Y,3934.0,0.125,3809.0
LP002690,Male,No,0,Graduate,No,2500.0,0.0,55.0,360.0,1.0,Semiurban,Y,2500.0,0.1527777777777778,2347.222222222222
LP002692,Male,Yes,3+,Graduate,Yes,5677.0,1424.0,100.0,360.0,1.0,Rural,Y,7101.0,0.2777777777777778,6823.222222222223
LP002693,Male,Yes,2,Graduate,Yes,7948.0,7166.0,480.0,360.0,1.0,Rural,Y,15114.0,1.3333333333333333,13780.666666666666
LP002697,Male,No,0,Graduate,No,4680.0,2087.0,128.0,360.0,1.0,Semiurban,N,6767.0,0.35555555555555557,6411.444444444444
LP002699,Male,Yes,2,Graduate,Yes,17500.0,0.0,400.0,360.0,1.0,Rural,Y,17500.0,1.1111111111111112,16388.88888888889
LP002705,Male,Yes,0,Graduate,No,3775.0,0.0,110.0,360.0,1.0,Semiurban,Y,3775.0,0.3055555555555556,3469.4444444444443
LP002706,Male,Yes,1,Not Graduate,No,5285.0,1430.0,161.0,360.0,0.0,Semiurban,Y,6715.0,0.44722222222222224,6267.777777777777
LP002714,Male,No,1,Not Graduate,No,2679.0,1302.0,94.0,360.0,1.0,Semiurban,Y,3981.0,0.2611111111111111,3719.8888888888887
LP002716,Male,No,0,Not Graduate,No,6783.0,0.0,130.0,360.0,1.0,Semiurban,Y,6783.0,0.3611111111111111,6421.888888888889
LP002717,Male,Yes,0,Graduate,No,1025.0,5500.0,216.0,360.0,1.0,Rural,Y,6525.0,0.6,5925.0
LP002720,Male,Yes,3+,Graduate,No,4281.0,0.0,100.0,360.0,1.0,Urban,Y,4281.0,0.2777777777777778,4003.222222222222
LP002723,Male,No,2,Graduate,No,3588.0,0.0,110.0,360.0,0.0,Rural,N,3588.0,0.3055555555555556,3282.4444444444443
LP002729,Male,No,1,Graduate,No,11250.0,0.0,196.0,360.0,1.0,Semiurban,N,11250.0,0.5444444444444444,10705.555555555555
LP002731,Female,No,0,Not Graduate,Yes,18165.0,0.0,125.0,360.0,1.0,Urban,Y,18165.0,0.3472222222222222,17817.777777777777
LP002732,Male,No,0,Not Graduate,No,2550.0,2042.0,126.0,360.0,1.0,Rural,Y,4592.0,0.35,4242.0
LP002734,Male,Yes,0,Graduate,No,6133.0,3906.0,324.0,360.0,1.0,Urban,Y,10039.0,0.9,9139.0
LP002738,Male,No,2,Graduate,No,3617.0,0.0,107.0,360.0,1.0,Semiurban,Y,3617.0,0.2972222222222222,3319.777777777778
LP002739,Male,Yes,0,Not Graduate,No,2917.0,536.0,66.0,360.0,1.0,Rural,N,3453.0,0.18333333333333332,3269.6666666666665
LP002740,Male,Yes,3+,Graduate,No,6417.0,0.0,157.0,180.0,1.0,Rural,Y,6417.0,0.8722222222222222,5544.777777777777
LP002741,Female,Yes,1,Graduate,No,4608.0,2845.0,140.0,180.0,1.0,Semiurban,Y,7453.0,0.7777777777777778,6675.222222222223
LP002743,Female,No,0,Graduate,No,2138.0,0.0,99.0,360.0,0.0,Semiurban,N,2138.0,0.275,1863.0
LP002753,Female,No,1,Graduate,No,3652.0,0.0,95.0,360.0,1.0,Semiurban,Y,3652.0,0.2638888888888889,3388.1111111111113
LP002755,Male,Yes,1,Not Graduate,No,2239.0,2524.0,128.0,360.0,1.0,Urban,Y,4763.0,0.35555555555555557,4407.444444444444
LP002757,Female,Yes,0,Not Graduate,No,3017.0,663.0,102.0,360.0,1.0,Semiurban,Y,3680.0,0.2833333333333333,3396.6666666666665
LP002767,Male,Yes,0,Graduate,No,2768.0,1950.0,155.0,360.0,1.0,Rural,Y,4718.0,0.4305555555555556,4287.444444444444
LP002768,Male,No,0,Not Graduate,No,3358.0,0.0,80.0,36.0,1.0,Semiurban,N,3358.0,2.2222222222222223,1135.7777777777778
LP002772,Male,No,0,Graduate,No,2526.0,1783.0,145.0,360.0,1.0,Rural,Y,4309.0,0.4027777777777778,3906.222222222222
LP002776,Female,No,0,Graduate,No,5000.0,0.0,103.0,360.0,0.0,Semiurban,N,5000.0,0.2861111111111111,4713.888888888889
LP002777,Male,Yes,0,Graduate,No,2785.0,2016.0,110.0,360.0,1.0,Rural,Y,4801.0,0.3055555555555556,4495.444444444444
LP002778,Male,Yes,2,Graduate,Yes,6633.0,0.0,128.0,360.0,0.0,Rural,N,6633.0,0.35555555555555557,6277.444444444444
LP002784,Male,Yes,1,Not Graduate,No,2492.0,2375.0,128.0,360.0,1.0,Rural,Y,4867.0,0.35555555555555557,4511.444444444444
LP002785,Male,Yes,1,Graduate,No,3333.0,3250.0,158.0,360.0,1.0,Urban,Y,6583.0,0.4388888888888889,6144.111111111111
LP002788,Male,Yes,0,Not Graduate,No,2454.0,2333.0,181.0,360.0,0.0,Urban,N,4787.0,0.5027777777777778,4284.222222222223
LP002789,Male,Yes,0,Graduate,No,3593.0,4266.0,132.0,180.0,0.0,Rural,N,7859.0,0.7333333333333333,7125.666666666667
LP002792,Male,Yes,1,Graduate,No,5468.0,1032.0,26.0,360.0,1.0,Semiurban,Y,6500.0,0.07222222222222222,6427.777777777777
LP002794,Female,No,0,Graduate,No,2667.0,1625.0,84.0,360.0,1.0,Urban,Y,4292.0,0.23333333333333334,4058.6666666666665
LP002795,Male,Yes,3+,Graduate,Yes,10139.0,0.0,260.0,360.0,1.0,Semiurban,Y,10139.0,0.7222222222222222,9416.777777777777
LP002798,Male,Yes,0,Graduate,No,3887.0,2669.0,162.0,360.0,1.0,Semiurban,Y,6556.0,0.45,6106.0
LP002804,Female,Yes,0,Graduate,No,4180.0,2306.0,182.0,360.0,1.0,Semiurban,Y,6486.0,0.5055555555555555,5980.444444444444
LP002807,Male,Yes,2,Not Graduate,No,3675.0,242.0,108.0,360.0,1.0,Semiurban,Y,3917.0,0.3,3617.0
LP002813,Female,Yes,1,Graduate,Yes,19484.0,0.0,600.0,360.0,1.0,Semiurban,Y,19484.0,1.6666666666666667,17817.333333333332
LP002820,Male,Yes,0,Graduate,No,5923.0,2054.0,211.0,360.0,1.0,Rural,Y,7977.0,0.5861111111111111,7390.888888888889
LP002821,Male,No,0,Not Graduate,Yes,5800.0,0.0,132.0,360.0,1.0,Semiurban,Y,5800.0,0.36666666666666664,5433.333333333333
LP002832,Male,Yes,2,Graduate,No,8799.0,0.0,258.0,360.0,0.0,Urban,N,8799.0,0.7166666666666667,8082.333333333333
LP002833,Male,Yes,0,Not Graduate,No,4467.0,0.0,120.0,360.0,1.0,Rural,Y,4467.0,0.3333333333333333,4133.666666666667
LP002836,Male,No,0,Graduate,No,3333.0,0.0,70.0,360.0,1.0,Urban,Y,3333.0,0.19444444444444445,3138.5555555555557
LP002837,Male,Yes,3+,Graduate,No,3400.0,2500.0,123.0,360.0,0.0,Rural,N,5900.0,0.3416666666666667,5558.333333333333
LP002840,Female,No,0,Graduate,No,2378.0,0.0,9.0,360.0,1.0,Urban,N,2378.0,0.025,2353.0
LP002841,Male,Yes,0,Graduate,No,3166.0,2064.0,104.0,360.0,0.0,Urban,N,5230.0,0.28888888888888886,4941.111111111111
LP002842,Male,Yes,1,Graduate,No,3417.0,1750.0,186.0,360.0,1.0,Urban,Y,5167.0,0.5166666666666667,4650.333333333333
LP002847,Male,Yes,0,Graduate,No,5116.0,1451.0,165.0,360.0,0.0,Urban,N,6567.0,0.4583333333333333,6108.666666666667
LP002855,Male,Yes,2,Graduate,No,16666.0,0.0,275.0,360.0,1.0,Urban,Y,16666.0,0.7638888888888888,15902.111111111111
LP002862,Male,Yes,2,Not Graduate,No,6125.0,1625.0,187.0,480.0,1.0,Semiurban,N,7750.0,0.38958333333333334,7360.416666666667
LP002863,Male,Yes,3+,Graduate,No,6406.0,0.0,150.0,360.0,1.0,Semiurban,N,6406.0,0.4166666666666667,5989.333333333333
LP002868,Male,Yes,2,Graduate,No,3159.0,461.0,108.0,84.0,1.0,Urban,Y,3620.0,1.2857142857142858,2334.285714285714
LP002872,Male,Yes,0,Graduate,No,3087.0,2210.0,136.0,360.0,0.0,Semiurban,N,5297.0,0.37777777777777777,4919.222222222223
LP002874,Male,No,0,Graduate,No,3229.0,2739.0,110.0,360.0,1.0,Urban,Y,5968.0,0.3055555555555556,5662.444444444444
LP002877,Male,Yes,1,Graduate,No,1782.0,2232.0,107.0,360.0,1.0,Rural,Y,4014.0,0.2972222222222222,3716.777777777778
LP002888,Male,No,0,Graduate,No,3182.0,2917.0,161.0,360.0,1.0,Urban,Y,6099.0,0.44722222222222224,5651.777777777777
LP002892,Male,Yes,2,Graduate,No,6540.0,0.0,205.0,360.0,1.0,Semiurban,Y,6540.0,0.5694444444444444,5970.555555555556
LP002893,Male,No,0,Graduate,No,1836.0,33837.0,90.0,360.0,1.0,Urban,N,35673.0,0.25,35423.0
